Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0090635S;Ecole maternelle publique;Ecole;Public;VILLAGE;;09800 ST JEAN DU CASTILLONNAIS;09800;09263;Saint-Jean-du-Castillonnais;009;16;76;1;0;;;;0561964577;;;ce.0090635S@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21090263100030;10;;42.93552070463749,0.931749406444691;SANS OBJET;Ariège;Toulouse;Occitanie;531033.7;6206226.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Lizier- Ariège Ouest;42.93552070463749;0.931749406444691;Ville;1992-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;009025;101;ECOLE MATERNELLE;99;0090574A;;;16125;ARIEGE
0090662W;Ecole élémentaire;Ecole;Public;LE BOURG;;09700 LISSAC;09700;09170;Lissac;009;16;76;1;1;;;;0561673789;;;ce.0090662W@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21090170800029;19;;43.26886946793032,1.5110703622131154;SANS OBJET;Ariège;Toulouse;Occitanie;579053.6;6242216.8;EPSG:2154;Circonscription d'inspection du 1er degré de Pamiers-Basse Ariège;43.26886946793032;1.5110703622131154;Ville;2001-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;009032;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0090023B;;;16125;ARIEGE
0090692D;ECOLE PRIVEE CALANDRETA DETH COSERANS;Ecole;Privé;36 avenue GALLIENI;;09200 ST GIRONS;09200;09261;Saint-Girons;009;16;76;1;1;;;;0643528056;;;ce.0090692d@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;82968520500017;;;42.980967094018965,1.1437296651745756;CONTRAT ASSOCIATION PARTIE DES CLASSES;Ariège;Toulouse;Occitanie;548466.9;6210848.6;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Lizier- Ariège Ouest;42.980967094018965;1.1437296651745756;Numéro de rue;2016-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;31;0090037S;;;16125;ARIEGE
0110069R;Ecole primaire;Ecole;Public;7 place de la Mairie;;11800 AIGUES VIVES;11800;11001;Aigues-Vives;011;11;76;1;1;;;;0468788672;;;ce.0110069R@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110001100025;32;;43.231270943538696,2.5328703277797384;SANS OBJET;Aude;Montpellier;Occitanie;662028.1;6237009.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.231270943538696;2.5328703277797384;Rue;1968-01-17;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011006;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110003U;;;11021;NARBONNE
0110072U;Ecole élémentaire;Ecole;Public;2 place Hôtel de la Mairie;;11240 ALAIGNE;11240;11004;Alaigne;011;11;76;0;1;;;;0468690430;;;ce.0110072U@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110004500023;16;;43.10251011777259,2.0928795342799744;SANS OBJET;Aude;Montpellier;Occitanie;626099.0;6223006.0;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.10251011777259;2.0928795342799744;Rue;1967-09-05;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011022;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110859Z;;;11011;CARCASSONNE
0110109J;Ecole primaire;Ecole;Public;LE BOURG;;11240 BELLEGARDE DU RAZES;11240;11032;Bellegarde-du-Razès;011;11;76;1;1;;;;0468691941;;;ce.0110109J@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110032600027;26;;43.10885386924847,2.044850457654099;SANS OBJET;Aude;Montpellier;Occitanie;622194.9;6223757.4;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.10885386924847;2.044850457654099;Numéro de rue;1967-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110676A;;;11011;CARCASSONNE
0110114P;Ecole primaire;Ecole;Public;Rue Gaston Bonheur;;11500 BELVIANES ET CAVIRAC;11500;11035;Belvianes-et-Cavirac;011;11;76;1;1;;;;0468200983;;;ce.0110114P@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110035900028;12;;42.851700449789774,2.2003594339421513;SANS OBJET;Aude;Montpellier;Occitanie;634572.4;6195024.2;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;42.851700449789774;2.2003594339421513;Numéro de rue;1968-01-16;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110675Z;;;11011;CARCASSONNE
0110134L;Ecole élémentaire;Ecole;Public;Rue de la Mairie;;11300 BRUGAIROLLES;11300;11053;Brugairolles;011;11;76;0;1;;;;0988183627;;;ce.0110134L@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110053200020;19;;43.124834640216285,2.157619677520731;SANS OBJET;Aude;Montpellier;Occitanie;631399.5;6225429.5;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.124834640216285;2.157619677520731;Numéro de rue;1967-09-08;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011018;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110859Z;;;11011;CARCASSONNE
0110142V;Ecole maternelle;Ecole;Public;2 rue de la Mairie;;11240 CAMBIEURE;11240;11061;Cambieure;011;11;76;1;0;;;;0988192314;;;ce.0110142V@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110061500023;19;;43.1259522198143,2.133499763682131;SANS OBJET;Aude;Montpellier;Occitanie;629436.7;6225575.0;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.1259522198143;2.133499763682131;Numéro de rue;1967-09-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011018;101;ECOLE MATERNELLE;99;0110859Z;;;11011;CARCASSONNE
0110165V;Ecole élémentaire les Castors;Ecole;Public;15 rue Réné Descartes;;11000 CARCASSONNE;11000;11069;Carcassonne;011;11;76;0;1;;;;0468250484;;;ce.0110165V@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21110069800110;198;;43.22438775155373,2.3388396687065987;SANS OBJET;Aude;Montpellier;Occitanie;646249.7;6236356.5;EPSG:2154;Circonscription d'inspection du 1er degré Carcassonne;43.22438775155373;2.3388396687065987;Numéro de rue;1968-01-29;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110810W;;;11011;CARCASSONNE
0110173D;Ecole élémentaire la Gravette;Ecole;Public;15 rue Jacquard;;11000 CARCASSONNE;11000;11069;Carcassonne;011;11;76;0;1;;;;0468252399;;;ce.0110173D@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;REP;;21110069800177;281;;43.21278724631535,2.367969605729935;SANS OBJET;Aude;Montpellier;Occitanie;648607.5;6235047.5;EPSG:2154;Circonscription d'inspection du 1er degré Carcassonne;43.21278724631535;2.367969605729935;Numéro de rue;1968-01-29;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110672W;;;11011;CARCASSONNE
0110191Y;Ecole élémentaire Trencavel;Ecole;Public;23 rue des Primevères Montredon;;11000 CARCASSONNE;11000;11069;Carcassonne;011;11;76;0;1;;;;0468776684;;;ce.0110191Y@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110069800300;154;;43.23044089198752,2.3868803126179894;SANS OBJET;Aude;Montpellier;Occitanie;650160.4;6236997.9;EPSG:2154;Circonscription d'inspection du 1er degré Carcassonne;43.23044089198752;2.3868803126179894;Numéro de rue;1968-01-29;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110672W;;;11011;CARCASSONNE
0110192Z;Ecole primaire Pierre Paul Riquet;Ecole;Public;2 place Louis Andrieu;;11000 CARCASSONNE;11000;11069;Carcassonne;011;11;76;1;1;;;;0468256603;;;ce.0110192Z@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110069800433;89;;43.18888548747704,2.306242001914186;SANS OBJET;Aude;Montpellier;Occitanie;643565.0;6232432.5;EPSG:2154;Circonscription d'inspection du 1er degré Carcassonne;43.18888548747704;2.306242001914186;Numéro de rue;1968-01-29;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110037F;;;11011;CARCASSONNE
0110216A;Ecole maternelle;Ecole;Public;9 ter avenue du stade;;11160 CAUNES MINERVOIS;11160;11081;Caunes-Minervois;011;11;76;1;0;;;;0468780085;;;ce.0110216A@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21110081300024;40;;43.32612178653445,2.525340400482629;SANS OBJET;Aude;Montpellier;Occitanie;661479.4;6247556.7;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.32612178653445;2.525340400482629;Numéro de rue;1968-01-30;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0110667R;;;11021;NARBONNE
0110256U;Ecole élémentaire Yvan Pelissier;Ecole;Public;7 impasse Louis Blanc;;11590 CUXAC D AUDE;11590;11116;Cuxac-d'Aude;011;11;76;0;1;;;;0468333236;;;ce.0110256U@ac-montpellier.fr;0;0;1;;;;;;;;;;;;;;;21110116700032;190;;43.24527847167019,3.000869956188783;SANS OBJET;Aude;Montpellier;Occitanie;700070.7;6238453.9;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 2;43.24527847167019;3.000869956188783;Numéro de rue;1968-01-20;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110021N;;;11021;NARBONNE
0110258W;Ecole maternelle;Ecole;Public;9 boulevard du Général de Gaulle;;11590 CUXAC D AUDE;11590;11116;Cuxac-d'Aude;011;11;76;1;0;;;;0468337610;;;ce.0110258W@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110116700024;116;;43.245812729277375,3.003760411202653;SANS OBJET;Aude;Montpellier;Occitanie;700305.6;6238513.3;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 2;43.245812729277375;3.003760411202653;Numéro de rue;1968-01-30;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0110021N;;;11021;NARBONNE
0110265D;Ecole primaire;Ecole;Public;41 avenue des Corbières;;11700 DOUZENS;11700;11122;Douzens;011;11;76;1;1;;;;0468791077;;;ce.0110265D@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110122500020;60;;43.18539576672378,2.595499403396626;SANS OBJET;Aude;Montpellier;Occitanie;667092.9;6231880.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.18539576672378;2.595499403396626;Numéro de rue;1968-01-19;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011004;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110003U;;;11021;NARBONNE
0110266E;Ecole primaire;Ecole;Public;3 rue des Genêts;;11350 DUILHAC SOUS PEYREPERTUSE;11350;11123;Duilhac-sous-Peyrepertuse;011;11;76;1;1;;;;0965313225;;;ce.0110266E@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110123300065;33;;42.86152196403723,2.563989827717992;SANS OBJET;Aude;Montpellier;Occitanie;664330.7;6195883.6;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 1;42.86152196403723;2.563989827717992;Numéro de rue;1968-01-20;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110724C;;;11021;NARBONNE
0110274N;Ecole maternelle;Ecole;Public;2 avenue de la Gare;;11260 ESPERAZA;11260;11129;Espéraza;011;11;76;1;0;;;;0468741753;;;ce.0110274N@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110129000081;54;;42.935193033793205,2.21844952447243;SANS OBJET;Aude;Montpellier;Occitanie;636144.4;6204293.5;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;42.935193033793205;2.21844952447243;Numéro de rue;1968-01-30;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0110675Z;;;11011;CARCASSONNE
0110292H;Ecole primaire;Ecole;Public;8 rue de la Mairie;;11510 FITOU;11510;11144;Fitou;011;11;76;1;1;;;;0468456910;;;ce.0110292H@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110144900026;93;;42.89445807341192,2.982740241779477;SANS OBJET;Aude;Montpellier;Occitanie;698588.8;6199447.9;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 1;42.89445807341192;2.982740241779477;Numéro de rue;1968-01-22;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110724C;;;11021;NARBONNE
0110295L;Ecole maternelle F Dolto;Ecole;Public;11 rue GUILLAUME APOLLINAIRE;;11560 FLEURY D AUDE;11560;11145;Fleury;011;11;76;1;0;;;;0468466073;;;ce.0110295L@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21110145600039;94;;43.229873378723774,3.1371802826943873;SANS OBJET;Aude;Montpellier;Occitanie;711151.4;6236751.0;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 2;43.229873378723774;3.1371802826943873;Ville;1968-01-30;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0110067N;;;11021;NARBONNE
0110301T;Ecole primaire;Ecole;Public;Rue Jeu du Mail;;11800 FONTIES D AUDE;11800;11151;Fontiès-d'Aude;011;11;76;1;1;;;;0468788842;;;ce.0110301T@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110151400027;50;;43.18908144389607,2.4506799082435613;SANS OBJET;Aude;Montpellier;Occitanie;655314.5;6232361.8;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.18908144389607;2.4506799082435613;Rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011003;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110674Y;;;11011;CARCASSONNE
0110307Z;Ecole maternelle;Ecole;Public;5 place de l'Eglise;;11300 GAJA ET VILLEDIEU;11300;11158;Gaja-et-Villedieu;011;11;76;1;0;;;;0468315192;;;ce.0110307Z@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110158900029;19;;43.08134543805663,2.1882496282842134;SANS OBJET;Aude;Montpellier;Occitanie;633844.1;6220568.4;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.08134543805663;2.1882496282842134;Numéro de rue;1968-01-16;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011023;101;ECOLE MATERNELLE;99;0110859Z;;;11011;CARCASSONNE
0110308A;Ecole maternelle;Ecole;Public;1 place de la Mairie;;11270 GAJA LA SELVE;11270;11159;Gaja-la-Selve;011;11;76;1;0;;;;0468605032;;;ce.0110308A@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110159700022;12;;43.19480668933992,1.8963603064187255;SANS OBJET;Aude;Montpellier;Occitanie;610233.4;6233470.2;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnaudary;43.19480668933992;1.8963603064187255;Numéro de rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011014;101;ECOLE MATERNELLE;99;0110825M;;;11011;CARCASSONNE
0110319M;Ecole élémentaire;Ecole;Public;Place du Général Gibert;;11430 GRUISSAN;11430;11170;Gruissan;011;11;76;0;1;;;;0468490369;;;ce.0110319M@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110170400024;207;;43.1055693414641,3.0865106139508893;SANS OBJET;Aude;Montpellier;Occitanie;707047.6;6222925.5;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 1;43.1055693414641;3.0865106139508893;Numéro de rue;1968-01-20;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110788X;;;11021;NARBONNE
0110326V;Ecole primaire;Ecole;Public;1 route de la Diligence;;11320 LABASTIDE D ANJOU;11320;11178;Labastide-d'Anjou;011;11;76;1;1;;;;0468601151;;;ce.0110326V@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110178700029;123;;43.34251902474855,1.842046621888809;SANS OBJET;Aude;Montpellier;Occitanie;606056.8;6249952.5;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnaudary;43.34251902474855;1.842046621888809;Rue;1968-01-27;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110825M;;;11011;CARCASSONNE
0110345R;Ecole primaire;Ecole;Public;Route des 4 Châteaux;;11600 LASTOURS;11600;11194;Lastours;011;11;76;1;1;;;;0468775100;;;ce.0110345R@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110194400026;13;;43.33671614458922,2.3798597052600203;SANS OBJET;Aude;Montpellier;Occitanie;649682.5;6248816.2;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnaudary;43.33671614458922;2.3798597052600203;Rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011013;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110721Z;;;11011;CARCASSONNE
0110357D;Ecole élémentaire Frédéric Mistral;Ecole;Public;Avenue Wilson;;11200 LEZIGNAN CORBIERES;11200;11203;Lézignan-Corbières;011;11;76;0;1;;;;0468270501;;;ce.0110357D@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21110203300068;271;;43.20073667319682,2.761169925075894;SANS OBJET;Aude;Montpellier;Occitanie;680575.7;6233531.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.20073667319682;2.761169925075894;Numéro de rue;1968-01-18;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110686L;;;11021;NARBONNE
0110358E;Ecole élémentaire Marie Curie;Ecole;Public;Rue Lakanal;;11200 LEZIGNAN CORBIERES;11200;11203;Lézignan-Corbières;011;11;76;0;1;;;;0468270415;;;ce.0110358E@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21110203300050;215;;43.20001524390859,2.760749949002189;SANS OBJET;Aude;Montpellier;Occitanie;680541.3;6233451.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.20001524390859;2.760749949002189;Numéro de rue;1968-01-18;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110686L;;;11021;NARBONNE
0110366N;Ecole maternelle Jean Moulin;Ecole;Public;Rue Rhin et Danube;;11300 LIMOUX;11300;11206;Limoux;011;11;76;1;0;;;;0468314562;;;ce.0110366N@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110206600100;76;;43.05847636626869,2.218929391345061;SANS OBJET;Aude;Montpellier;Occitanie;636319.2;6218000.6;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.05847636626869;2.218929391345061;Numéro de rue;1968-01-30;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0110859Z;;;11011;CARCASSONNE
0110378B;Ecole primaire;Ecole;Public;8 rue Haute;;11300 MALRAS;11300;11214;Malras;011;11;76;1;1;;;;0468312531;;;ce.0110378B@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110214000020;22;;43.06198197047069,2.174269774530836;SANS OBJET;Aude;Montpellier;Occitanie;632682.3;6218427.4;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.06198197047069;2.174269774530836;Numéro de rue;1968-01-16;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011023;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110859Z;;;11011;CARCASSONNE
0110401B;Ecole élémentaire;Ecole;Public;Rue Jules Ferry;;11700 MONTBRUN DES CORBIERES;11700;11241;Montbrun-des-Corbières;011;11;76;0;1;;;;0468439437;;;ce.0110401B@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110241300021;43;;43.19719823436819,2.6845305879849812;SANS OBJET;Aude;Montpellier;Occitanie;674341.0;6233160.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.19719823436819;2.6845305879849812;Numéro de rue;1968-01-18;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011047;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110686L;;;11021;NARBONNE
0110419W;Ecole élémentaire;Ecole;Public;3 route des Corbières;;11800 MONZE;11800;11257;Monze;011;11;76;0;1;;;;0468787201;;;ce.0110419W@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110257900029;18;;43.15801493102644,2.459830085094898;SANS OBJET;Aude;Montpellier;Occitanie;656035.2;6228902.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.15801493102644;2.459830085094898;Numéro de rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011003;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110674Y;;;11011;CARCASSONNE
0110434M;Ecole élémentaire Jean Jaurès;Ecole;Public;1 TER RUE FELIX ALDY;;11100 NARBONNE;11100;11262;Narbonne;011;11;76;0;1;;;;0468321017;;;ce.0110434M@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21110262900071;210;;43.18371412692766,3.009109443173221;SANS OBJET;Aude;Montpellier;Occitanie;700741.1;6231609.7;EPSG:2154;Circonscription d'inspection du 1er degré de Narbonne 2;43.18371412692766;3.009109443173221;Numéro de rue;1968-01-19;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110025T;;;11021;NARBONNE
0110485T;Ecole primaire Louis Bourniquel;Ecole;Public;Rue des Ecoles;;11300 PIEUSSE;11300;11289;Pieusse;011;11;76;1;1;;;;0468317194;;;ce.0110485T@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110289200026;106;;43.07903184059434,2.2337798669713016;SANS OBJET;Aude;Montpellier;Occitanie;637552.1;6220274.1;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.07903184059434;2.2337798669713016;Numéro de rue;1968-01-16;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110859Z;;;11011;CARCASSONNE
0110496E;Ecole élémentaire;Ecole;Public;21 rue de la Mairie;;11400 PUGINIER;11400;11300;Puginier;011;11;76;0;1;;;;0468604640;;;ce.0110496E@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110300700020;22;;43.37688543827858,1.9283083848663045;SANS OBJET;Aude;Montpellier;Occitanie;613106.5;6253673.5;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnaudary;43.37688543827858;1.9283083848663045;Numéro de rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011007;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110825M;;;11011;CARCASSONNE
0110515A;Ecole primaire;Ecole;Public;1 rue de la Gare;;11220 RIBAUTE;11220;11311;Ribaute;011;11;76;1;1;;;;0468431028;;;ce.0110515A@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110311400024;29;;43.107386111393424,2.6351405017150356;SANS OBJET;Aude;Montpellier;Occitanie;670277.7;6223192.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.107386111393424;2.6351405017150356;Numéro de rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011046;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0111051H;;;11021;NARBONNE
0110516B;Ecole élémentaire;Ecole;Public;8 place de la Mare;;11270 RIBOUISSE;11270;11312;Ribouisse;011;11;76;0;1;;;;0468605321;;;ce.0110516B@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110312200027;13;;43.182706963132794,1.898517695807701;SANS OBJET;Aude;Montpellier;Occitanie;610390.1;6232122.7;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnaudary;43.182706963132794;1.898517695807701;Numéro de rue;1968-01-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011014;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110825M;;;11011;CARCASSONNE
0110535X;Ecole primaire;Ecole;Public;12 avenue de Madailhan;;11240 ROUTIER;11240;11328;Routier;011;11;76;1;1;;;;0468698397;;;ce.0110535X@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110328800026;16;;43.107004223755006,2.127889734735182;SANS OBJET;Aude;Montpellier;Occitanie;628956.6;6223473.5;EPSG:2154;Circonscription d'inspection du 1er degré de Limoux;43.107004223755006;2.127889734735182;Numéro de rue;1967-09-23;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011022;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110859Z;;;11011;CARCASSONNE
0110550N;Ecole élémentaire;Ecole;Public;5 avenue des Ecoles;;11800 ST FRICHOUX;11800;11342;Saint-Frichoux;011;11;76;0;1;;;;0468783558;;;ce.0110550N@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21110342900026;32;;43.252491820050324,2.5510699294461983;SANS OBJET;Aude;Montpellier;Occitanie;663520.9;6239359.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lézignan-Corbières Minervois;43.252491820050324;2.5510699294461983;Numéro de rue;1968-01-17;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;011006;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0110667R;;;11021;NARBONNE
